DATA_NF;NÚM_NF;COD_PRODUTO;COD_VENDEDOR;CANAL_VENDAS;QTDE_ITENS;CUSTO_UNITÁRIO;PREÇO UNITÁRIO
21/02/2020;107029;9014;500004;Lojas Próprias;106;1,5;3,5
21/02/2020;107030;9003;500004;Lojas Afiliadas;462;3,5;7
21/02/2020;107031;9009;500003;Internet;358;2,8;4
21/02/2020;107032;9008;500001;Internet;336;3;4,3
21/02/2020;107033;9001;500008;Internet;336;5,2;9,5
21/02/2020;107034;9005;500003;Internet;329;4;7
21/02/2020;107035;9010;500007;Internet;315;2,5;3,8
21/02/2020;107036;9007;500009;Internet;202;3,5;5,5
21/02/2020;107037;9016;500005;Lojas Afiliadas;251;1,1;2,5
21/02/2020;107038;9008;500003;Lojas Próprias;198;3;4,3
21/02/2020;107039;9001;500010;Internet;169;5,2;9,5
21/02/2020;107040;9005;500012;Lojas Próprias;181;4;7
21/02/2020;107041;9014;500001;Internet;290;1,5;3,5
21/02/2020;107042;9013;500003;Lojas Próprias;306;1,8;4
21/02/2020;107043;9006;500009;Lojas Próprias;351;3,7;6
21/02/2020;107044;9004;500011;Lojas Próprias;119;2,8;5
21/02/2020;107045;9007;500009;Lojas Próprias;358;3,5;5,5
21/02/2020;107046;9009;500002;Lojas Próprias;179;2,8;4
21/02/2020;107047;9004;500010;Lojas Próprias;360;2,8;5
21/02/2020;107048;9011;500009;Internet;285;2,2;3,5
21/02/2020;107049;9014;500012;Lojas Próprias;103;1,5;3,5
21/02/2020;107050;9010;500001;Internet;451;2,5;3,8
21/02/2020;107051;9003;500011;Internet;455;3,5;7
21/02/2020;107052;9007;500012;Internet;207;3,5;5,5
21/02/2020;107053;9004;500006;Lojas Afiliadas;365;2,8;5
21/02/2020;107054;9001;500001;Internet;425;5,2;9,5
21/02/2020;107055;9016;500009;Lojas Próprias;305;1,1;2,5
21/02/2020;107056;9009;500001;Lojas Próprias;155;2,8;4
21/02/2020;107057;9001;500008;Lojas Afiliadas;233;5,2;9,5
21/02/2020;107058;9010;500004;Lojas Próprias;499;2,5;3,8
21/02/2020;107059;9003;500007;Lojas Próprias;431;3,5;7
21/02/2020;107060;9009;500004;Lojas Próprias;212;2,8;4
21/02/2020;107061;9012;500004;Lojas Próprias;348;1,5;3
21/02/2020;107062;9005;500002;Lojas Afiliadas;375;4;7
21/02/2020;107063;9003;500010;Lojas Afiliadas;231;3,5;7
21/02/2020;107064;9002;500002;Lojas Próprias;378;4,4;7,5
21/02/2020;107065;9001;500009;Internet;115;5,2;9,5
21/02/2020;107066;9014;500010;Lojas Próprias;442;1,5;3,5
21/02/2020;107067;9013;500002;Lojas Afiliadas;456;1,8;4
21/02/2020;107068;9012;500005;Lojas Afiliadas;496;1,5;3
21/02/2020;107069;9013;500004;Lojas Próprias;454;1,8;4
21/02/2020;107070;9006;500008;Lojas Próprias;447;3,7;6
21/02/2020;107071;9003;500011;Lojas Próprias;193;3,5;7
21/02/2020;107072;9010;500003;Internet;428;2,5;3,8
21/02/2020;107073;9007;500003;Internet;302;3,5;5,5
21/02/2020;107074;9003;500001;Lojas Afiliadas;344;3,5;7
21/02/2020;107075;9013;500002;Lojas Afiliadas;345;1,8;4
21/02/2020;107076;9011;500006;Internet;473;2,2;3,5
21/02/2020;107077;9016;500002;Lojas Afiliadas;154;1,1;2,5
21/02/2020;107078;9006;500009;Lojas Próprias;111;3,7;6
21/02/2020;107079;9012;500008;Lojas Afiliadas;153;1,5;3
22/02/2020;107080;9005;500008;Lojas Afiliadas;285;4;7
22/02/2020;107081;9009;500005;Lojas Afiliadas;129;2,8;4
22/02/2020;107082;9010;500012;Lojas Próprias;244;2,5;3,8
22/02/2020;107083;9008;500007;Lojas Próprias;307;3;4,3
22/02/2020;107084;9007;500006;Lojas Afiliadas;436;3,5;5,5
22/02/2020;107085;9012;500010;Lojas Próprias;497;1,5;3
22/02/2020;107086;9013;500004;Lojas Afiliadas;474;1,8;4
22/02/2020;107087;9002;500010;Lojas Próprias;204;4,4;7,5
22/02/2020;107088;9009;500002;Lojas Afiliadas;449;2,8;4
22/02/2020;107089;9009;500003;Lojas Próprias;410;2,8;4
22/02/2020;107090;9001;500008;Internet;401;5,2;9,5
22/02/2020;107091;9003;500011;Lojas Próprias;415;3,5;7
22/02/2020;107092;9008;500011;Lojas Próprias;146;3;4,3
22/02/2020;107093;9005;500006;Lojas Afiliadas;482;4;7
22/02/2020;107094;9004;500002;Lojas Próprias;348;2,8;5
22/02/2020;107095;9006;500009;Lojas Próprias;486;3,7;6
22/02/2020;107096;9012;500002;Lojas Afiliadas;168;1,5;3
22/02/2020;107097;9011;500004;Lojas Afiliadas;13;2,2;3,5
22/02/2020;107098;9013;500012;Lojas Afiliadas;15;1,8;4
22/02/2020;107099;9010;500008;Lojas Próprias;20;2,5;3,8
22/02/2020;107100;9001;500012;Internet;18;5,2;9,5
22/02/2020;107101;9016;500003;Lojas Próprias;17;1,1;2,5
22/02/2020;107102;9009;500004;Lojas Afiliadas;20;2,8;4
22/02/2020;107103;9006;500012;Lojas Próprias;10;3,7;6
22/02/2020;107104;9013;500003;Lojas Próprias;8;1,8;4
22/02/2020;107105;9006;500001;Lojas Afiliadas;11;3,7;6
22/02/2020;107106;9011;500010;Lojas Afiliadas;12;2,2;3,5
22/02/2020;107107;9015;500012;Lojas Afiliadas;12;1,3;3
22/02/2020;107108;9013;500005;Internet;13;1,8;4
22/02/2020;107109;9005;500009;Internet;5;4;7
22/02/2020;107110;9002;500010;Lojas Afiliadas;13;4,4;7,5
22/02/2020;107111;9005;500002;Lojas Próprias;9;4;7
22/02/2020;107112;9003;500005;Lojas Afiliadas;1;3,5;7
22/02/2020;107113;9012;500011;Lojas Próprias;2;1,5;3
22/02/2020;107114;9009;500006;Lojas Próprias;18;2,8;4
22/02/2020;107115;9016;500009;Lojas Próprias;16;1,1;2,5
22/02/2020;107116;9016;500002;Lojas Afiliadas;14;1,1;2,5
22/02/2020;107117;9008;500007;Lojas Próprias;1;3;4,3
22/02/2020;107118;9006;500006;Internet;13;3,7;6
22/02/2020;107119;9002;500012;Lojas Próprias;19;4,4;7,5
22/02/2020;107120;9012;500001;Lojas Afiliadas;9;1,5;3
22/02/2020;107121;9011;500011;Lojas Próprias;8;2,2;3,5
22/02/2020;107122;9012;500003;Lojas Afiliadas;10;1,5;3
22/02/2020;107123;9011;500007;Lojas Afiliadas;16;2,2;3,5
22/02/2020;107124;9014;500012;Lojas Afiliadas;11;1,5;3,5
22/02/2020;107125;9010;500003;Lojas Próprias;212;2,5;3,8
22/02/2020;107126;9010;500010;Internet;183;2,5;3,8
22/02/2020;107127;9002;500005;Internet;350;4,4;7,5
22/02/2020;107128;9010;500004;Internet;363;2,5;3,8
22/02/2020;107129;9005;500012;Lojas Próprias;414;4;7
22/02/2020;107130;9003;500007;Internet;482;3,5;7
22/02/2020;107131;9004;500010;Lojas Afiliadas;340;2,8;5
22/02/2020;107132;9014;500012;Lojas Afiliadas;194;1,5;3,5
22/02/2020;107133;9015;500002;Lojas Afiliadas;213;1,3;3
22/02/2020;107134;9002;500010;Lojas Afiliadas;126;4,4;7,5
22/02/2020;107135;9003;500004;Lojas Afiliadas;479;3,5;7
22/02/2020;107136;9015;500006;Lojas Afiliadas;378;1,3;3
22/02/2020;107137;9014;500004;Internet;135;1,5;3,5
22/02/2020;107138;9005;500009;Lojas Próprias;232;4;7
22/02/2020;107139;9010;500010;Internet;105;2,5;3,8
22/02/2020;107140;9002;500003;Lojas Afiliadas;498;4,4;7,5
22/02/2020;107141;9006;500002;Internet;193;3,7;6
22/02/2020;107142;9012;500004;Lojas Próprias;191;1,5;3
22/02/2020;107143;9004;500008;Lojas Afiliadas;436;2,8;5
22/02/2020;107144;9016;500004;Lojas Próprias;102;1,1;2,5
22/02/2020;107145;9010;500012;Lojas Próprias;218;2,5;3,8
22/02/2020;107146;9003;500009;Lojas Próprias;121;3,5;7
22/02/2020;107147;9008;500005;Lojas Próprias;414;3;4,3
22/02/2020;107148;9013;500008;Lojas Afiliadas;292;1,8;4
22/02/2020;107149;9009;500005;Lojas Próprias;335;2,8;4
22/02/2020;107150;9004;500011;Lojas Próprias;362;2,8;5
22/02/2020;107151;9015;500010;Lojas Afiliadas;457;1,3;3
22/02/2020;107152;9014;500011;Internet;222;1,5;3,5
22/02/2020;107153;9014;500009;Lojas Afiliadas;413;1,5;3,5
22/02/2020;107154;9008;500012;Lojas Próprias;122;3;4,3
22/02/2020;107155;9010;500009;Internet;129;2,5;3,8
22/02/2020;107156;9015;500012;Internet;310;1,3;3
22/02/2020;107157;9007;500002;Lojas Próprias;361;3,5;5,5
22/02/2020;107158;9016;500001;Internet;226;1,1;2,5
22/02/2020;107159;9008;500006;Internet;439;3;4,3
22/02/2020;107160;9005;500012;Lojas Afiliadas;345;4;7
22/02/2020;107161;9016;500007;Lojas Afiliadas;244;1,1;2,5
22/02/2020;107162;9015;500008;Internet;388;1,3;3
22/02/2020;107163;9015;500004;Lojas Afiliadas;420;1,3;3
22/02/2020;107164;9002;500008;Internet;411;4,4;7,5
22/02/2020;107165;9005;500011;Internet;322;4;7
22/02/2020;107166;9001;500007;Lojas Afiliadas;478;5,2;9,5
22/02/2020;107167;9005;500010;Lojas Próprias;305;4;7
22/02/2020;107168;9016;500011;Lojas Afiliadas;449;1,1;2,5
22/02/2020;107169;9001;500005;Lojas Próprias;451;5,2;9,5
22/02/2020;107170;9013;500003;Lojas Próprias;200;1,8;4
22/02/2020;107171;9003;500002;Lojas Próprias;369;3,5;7
22/02/2020;107172;9004;500001;Lojas Próprias;134;2,8;5
22/02/2020;107173;9015;500006;Internet;313;1,3;3
22/02/2020;107174;9008;500010;Lojas Afiliadas;458;3;4,3
22/02/2020;107175;9014;500007;Internet;452;1,5;3,5
22/02/2020;107176;9012;500009;Internet;260;1,5;3
22/02/2020;107177;9004;500008;Internet;268;2,8;5
22/02/2020;107178;9013;500009;Lojas Afiliadas;171;1,8;4
22/02/2020;107179;9015;500003;Lojas Afiliadas;240;1,3;3
22/02/2020;107180;9009;500007;Lojas Próprias;215;2,8;4
22/02/2020;107181;9001;500006;Lojas Afiliadas;131;5,2;9,5
22/02/2020;107182;9014;500001;Lojas Próprias;220;1,5;3,5
22/02/2020;107183;9011;500004;Lojas Próprias;186;2,2;3,5
22/02/2020;107184;9015;500004;Lojas Afiliadas;471;1,3;3
22/02/2020;107185;9012;500011;Lojas Afiliadas;212;1,5;3
22/02/2020;107186;9001;500012;Internet;204;5,2;9,5
22/02/2020;107187;9007;500009;Lojas Afiliadas;325;3,5;5,5
22/02/2020;107188;9005;500011;Lojas Afiliadas;329;4;7
22/02/2020;107189;9016;500007;Lojas Próprias;433;1,1;2,5
22/02/2020;107190;9011;500003;Internet;471;2,2;3,5
22/02/2020;107191;9016;500011;Lojas Afiliadas;193;1,1;2,5
22/02/2020;107192;9016;500005;Lojas Próprias;236;1,1;2,5
22/02/2020;107193;9009;500009;Lojas Próprias;421;2,8;4
22/02/2020;107194;9013;500012;Lojas Afiliadas;293;1,8;4
22/02/2020;107195;9006;500003;Lojas Afiliadas;142;3,7;6
22/02/2020;107196;9015;500007;Lojas Afiliadas;243;1,3;3
22/02/2020;107197;9012;500003;Lojas Próprias;317;1,5;3
22/02/2020;107198;9009;500012;Lojas Afiliadas;500;2,8;4
22/02/2020;107199;9012;500003;Lojas Próprias;271;1,5;3
22/02/2020;107200;9002;500002;Lojas Afiliadas;432;4,4;7,5
22/02/2020;107201;9015;500010;Lojas Afiliadas;463;1,3;3
22/02/2020;107202;9006;500006;Lojas Próprias;296;3,7;6
22/02/2020;107203;9007;500008;Lojas Afiliadas;496;3,5;5,5
22/02/2020;107204;9002;500010;Lojas Próprias;487;4,4;7,5
22/02/2020;107205;9015;500007;Internet;195;1,3;3
22/02/2020;107206;9003;500011;Lojas Afiliadas;280;3,5;7
23/02/2020;107207;9004;500003;Lojas Próprias;482;2,8;5
23/02/2020;107208;9001;500003;Lojas Próprias;194;5,2;9,5
23/02/2020;107209;9005;500008;Lojas Afiliadas;184;4;7
23/02/2020;107210;9006;500009;Lojas Afiliadas;214;3,7;6
23/02/2020;107211;9013;500010;Lojas Próprias;240;1,8;4
23/02/2020;107212;9009;500004;Lojas Próprias;312;2,8;4
23/02/2020;107213;9003;500001;Lojas Próprias;420;3,5;7
23/02/2020;107214;9011;500004;Internet;399;2,2;3,5
23/02/2020;107215;9003;500009;Lojas Próprias;421;3,5;7
23/02/2020;107216;9002;500010;Lojas Próprias;304;4,4;7,5
23/02/2020;107217;9012;500008;Lojas Próprias;217;1,5;3
23/02/2020;107218;9003;500006;Internet;122;3,5;7
23/02/2020;107219;9013;500008;Lojas Próprias;261;1,8;4
23/02/2020;107220;9007;500006;Internet;304;3,5;5,5
23/02/2020;107221;9016;500002;Lojas Afiliadas;193;1,1;2,5
23/02/2020;107222;9008;500002;Lojas Afiliadas;426;3;4,3
23/02/2020;107223;9011;500008;Lojas Afiliadas;168;2,2;3,5
23/02/2020;107224;9005;500011;Lojas Próprias;6;4;7
23/02/2020;107225;9009;500003;Internet;20;2,8;4
23/02/2020;107226;9007;500010;Internet;9;3,5;5,5
23/02/2020;107227;9004;500004;Internet;2;2,8;5
23/02/2020;107228;9008;500002;Lojas Próprias;17;3;4,3
23/02/2020;107229;9016;500009;Lojas Afiliadas;11;1,1;2,5
23/02/2020;107230;9008;500009;Lojas Próprias;7;3;4,3
23/02/2020;107231;9008;500009;Lojas Afiliadas;2;3;4,3
23/02/2020;107232;9015;500004;Lojas Afiliadas;20;1,3;3
23/02/2020;107233;9009;500008;Internet;17;2,8;4
23/02/2020;107234;9016;500007;Lojas Próprias;4;1,1;2,5
23/02/2020;107235;9012;500003;Lojas Próprias;19;1,5;3
23/02/2020;107236;9014;500012;Lojas Próprias;5;1,5;3,5
23/02/2020;107237;9011;500003;Lojas Próprias;6;2,2;3,5
23/02/2020;107238;9010;500005;Lojas Afiliadas;5;2,5;3,8
23/02/2020;107239;9007;500007;Internet;15;3,5;5,5
23/02/2020;107240;9015;500005;Internet;16;1,3;3
23/02/2020;107241;9004;500002;Lojas Afiliadas;15;2,8;5
23/02/2020;107242;9009;500001;Lojas Próprias;337;2,8;4
23/02/2020;107243;9012;500009;Internet;449;1,5;3
23/02/2020;107244;9002;500001;Internet;194;4,4;7,5
23/02/2020;107245;9011;500003;Internet;441;2,2;3,5
23/02/2020;107246;9002;500004;Lojas Próprias;184;4,4;7,5
23/02/2020;107247;9016;500006;Lojas Afiliadas;143;1,1;2,5
23/02/2020;107248;9016;500004;Lojas Afiliadas;133;1,1;2,5
23/02/2020;107249;9012;500010;Lojas Próprias;169;1,5;3
23/02/2020;107250;9015;500010;Lojas Próprias;173;1,3;3
23/02/2020;107251;9001;500006;Lojas Próprias;129;5,2;9,5
23/02/2020;107252;9009;500011;Internet;388;2,8;4
23/02/2020;107253;9005;500006;Internet;283;4;7
23/02/2020;107254;9002;500007;Lojas Próprias;428;4,4;7,5
23/02/2020;107255;9007;500009;Lojas Próprias;499;3,5;5,5
23/02/2020;107256;9011;500003;Lojas Próprias;383;2,2;3,5
23/02/2020;107257;9003;500002;Internet;190;3,5;7
23/02/2020;107258;9004;500012;Lojas Próprias;308;2,8;5
23/02/2020;107259;9004;500010;Lojas Afiliadas;179;2,8;5
23/02/2020;107260;9012;500005;Lojas Próprias;352;1,5;3
23/02/2020;107261;9003;500001;Internet;334;3,5;7
23/02/2020;107262;9011;500004;Internet;255;2,2;3,5
23/02/2020;107263;9015;500001;Lojas Afiliadas;353;1,3;3
23/02/2020;107264;9010;500001;Lojas Afiliadas;436;2,5;3,8
23/02/2020;107265;9007;500002;Lojas Próprias;113;3,5;5,5
23/02/2020;107266;9009;500003;Lojas Próprias;451;2,8;4
23/02/2020;107267;9011;500005;Lojas Afiliadas;311;2,2;3,5
23/02/2020;107268;9011;500009;Internet;241;2,2;3,5
23/02/2020;107269;9001;500009;Internet;424;5,2;9,5
23/02/2020;107270;9011;500010;Internet;130;2,2;3,5
23/02/2020;107271;9009;500002;Lojas Afiliadas;106;2,8;4
23/02/2020;107272;9013;500002;Internet;183;1,8;4
23/02/2020;107273;9011;500001;Lojas Próprias;162;2,2;3,5
23/02/2020;107274;9003;500008;Lojas Próprias;172;3,5;7
23/02/2020;107275;9013;500004;Lojas Afiliadas;170;1,8;4
23/02/2020;107276;9008;500003;Lojas Afiliadas;382;3;4,3
23/02/2020;107277;9005;500001;Lojas Próprias;325;4;7
23/02/2020;107278;9010;500008;Lojas Afiliadas;200;2,5;3,8
23/02/2020;107279;9016;500007;Lojas Afiliadas;205;1,1;2,5
23/02/2020;107280;9010;500004;Lojas Afiliadas;174;2,5;3,8
23/02/2020;107281;9007;500009;Lojas Próprias;243;3,5;5,5
23/02/2020;107282;9015;500001;Lojas Próprias;481;1,3;3
23/02/2020;107283;9015;500003;Internet;243;1,3;3
23/02/2020;107284;9006;500001;Lojas Próprias;189;3,7;6
23/02/2020;107285;9005;500009;Lojas Afiliadas;486;4;7
23/02/2020;107286;9012;500010;Lojas Afiliadas;300;1,5;3
23/02/2020;107287;9002;500006;Lojas Próprias;296;4,4;7,5
23/02/2020;107288;9013;500012;Internet;405;1,8;4
23/02/2020;107289;9003;500009;Lojas Próprias;265;3,5;7
23/02/2020;107290;9014;500004;Lojas Próprias;175;1,5;3,5
23/02/2020;107291;9005;500002;Lojas Próprias;401;4;7
23/02/2020;107292;9003;500009;Lojas Próprias;342;3,5;7
23/02/2020;107293;9015;500003;Lojas Afiliadas;198;1,3;3
23/02/2020;107294;9002;500001;Lojas Próprias;219;4,4;7,5
23/02/2020;107295;9008;500011;Internet;198;3;4,3
23/02/2020;107296;9004;500005;Lojas Próprias;202;2,8;5
23/02/2020;107297;9014;500009;Lojas Próprias;114;1,5;3,5
23/02/2020;107298;9014;500011;Lojas Afiliadas;360;1,5;3,5
23/02/2020;107299;9008;500005;Lojas Próprias;350;3;4,3
23/02/2020;107300;9012;500005;Internet;288;1,5;3
23/02/2020;107301;9015;500006;Internet;308;1,3;3
23/02/2020;107302;9003;500012;Lojas Afiliadas;356;3,5;7
23/02/2020;107303;9011;500006;Lojas Próprias;266;2,2;3,5
23/02/2020;107304;9009;500009;Lojas Próprias;354;2,8;4
23/02/2020;107305;9012;500009;Lojas Afiliadas;366;1,5;3
23/02/2020;107306;9009;500010;Lojas Próprias;332;2,8;4
23/02/2020;107307;9009;500012;Lojas Afiliadas;330;2,8;4
23/02/2020;107308;9010;500005;Lojas Próprias;434;2,5;3,8
23/02/2020;107309;9010;500008;Lojas Afiliadas;228;2,5;3,8
23/02/2020;107310;9003;500008;Internet;288;3,5;7
23/02/2020;107311;9003;500010;Lojas Afiliadas;144;3,5;7
23/02/2020;107312;9008;500009;Internet;420;3;4,3
23/02/2020;107313;9011;500006;Lojas Afiliadas;439;2,2;3,5
23/02/2020;107314;9005;500008;Lojas Próprias;269;4;7
23/02/2020;107315;9011;500002;Lojas Próprias;360;2,2;3,5
23/02/2020;107316;9015;500006;Internet;173;1,3;3
23/02/2020;107317;9005;500005;Lojas Próprias;224;4;7
23/02/2020;107318;9014;500012;Lojas Afiliadas;302;1,5;3,5
23/02/2020;107319;9016;500012;Lojas Próprias;343;1,1;2,5
23/02/2020;107320;9011;500003;Lojas Próprias;293;2,2;3,5
23/02/2020;107321;9011;500006;Lojas Afiliadas;167;2,2;3,5
23/02/2020;107322;9013;500008;Internet;465;1,8;4
23/02/2020;107323;9005;500002;Internet;116;4;7
23/02/2020;107324;9003;500007;Lojas Afiliadas;111;3,5;7
23/02/2020;107325;9013;500012;Lojas Próprias;101;1,8;4
23/02/2020;107326;9007;500002;Lojas Afiliadas;278;3,5;5,5
23/02/2020;107327;9008;500001;Lojas Afiliadas;182;3;4,3
23/02/2020;107328;9009;500008;Internet;496;2,8;4
23/02/2020;107329;9015;500002;Lojas Próprias;175;1,3;3
23/02/2020;107330;9003;500011;Lojas Afiliadas;156;3,5;7
24/02/2020;107331;9016;500011;Lojas Próprias;470;1,1;2,5
24/02/2020;107332;9013;500007;Internet;105;1,8;4
24/02/2020;107333;9003;500001;Internet;344;3,5;7
24/02/2020;107334;9014;500005;Internet;376;1,5;3,5
24/02/2020;107335;9015;500002;Internet;269;1,3;3
24/02/2020;107336;9007;500008;Internet;273;3,5;5,5
24/02/2020;107337;9013;500012;Lojas Afiliadas;414;1,8;4
24/02/2020;107338;9010;500008;Internet;235;2,5;3,8
24/02/2020;107339;9005;500001;Lojas Próprias;335;4;7
24/02/2020;107340;9010;500003;Lojas Próprias;210;2,5;3,8
24/02/2020;107341;9016;500012;Lojas Próprias;233;1,1;2,5
24/02/2020;107342;9014;500009;Lojas Próprias;308;1,5;3,5
24/02/2020;107343;9001;500012;Internet;337;5,2;9,5
24/02/2020;107344;9013;500003;Internet;1;1,8;4
24/02/2020;107345;9015;500006;Lojas Afiliadas;2;1,3;3
24/02/2020;107346;9008;500009;Lojas Próprias;2;3;4,3
24/02/2020;107347;9016;500005;Lojas Afiliadas;7;1,1;2,5
24/02/2020;107348;9013;500008;Lojas Afiliadas;3;1,8;4
24/02/2020;107349;9001;500011;Internet;16;5,2;9,5
24/02/2020;107350;9006;500004;Lojas Afiliadas;15;3,7;6
24/02/2020;107351;9013;500006;Internet;1;1,8;4
24/02/2020;107352;9014;500005;Lojas Afiliadas;18;1,5;3,5
24/02/2020;107353;9003;500001;Lojas Afiliadas;15;3,5;7
24/02/2020;107354;9012;500011;Lojas Próprias;15;1,5;3
24/02/2020;107355;9002;500004;Lojas Afiliadas;2;4,4;7,5
24/02/2020;107356;9009;500010;Lojas Próprias;4;2,8;4
24/02/2020;107357;9013;500009;Lojas Afiliadas;3;1,8;4
24/02/2020;107358;9004;500010;Lojas Próprias;7;2,8;5
24/02/2020;107359;9009;500005;Lojas Próprias;4;2,8;4
24/02/2020;107360;9003;500008;Lojas Afiliadas;10;3,5;7
24/02/2020;107361;9013;500009;Internet;8;1,8;4
24/02/2020;107362;9004;500001;Lojas Próprias;1;2,8;5
24/02/2020;107363;9003;500006;Lojas Afiliadas;9;3,5;7
24/02/2020;107364;9010;500002;Lojas Afiliadas;14;2,5;3,8
24/02/2020;107365;9015;500011;Internet;13;1,3;3
24/02/2020;107366;9002;500009;Internet;2;4,4;7,5
24/02/2020;107367;9002;500008;Lojas Próprias;15;4,4;7,5
24/02/2020;107368;9003;500007;Internet;8;3,5;7
24/02/2020;107369;9015;500012;Internet;9;1,3;3
24/02/2020;107370;9007;500012;Lojas Afiliadas;13;3,5;5,5
24/02/2020;107371;9010;500009;Lojas Afiliadas;465;2,5;3,8
24/02/2020;107372;9003;500011;Lojas Afiliadas;391;3,5;7
24/02/2020;107373;9016;500002;Internet;438;1,1;2,5
24/02/2020;107374;9001;500011;Lojas Próprias;437;5,2;9,5
24/02/2020;107375;9008;500011;Internet;202;3;4,3
24/02/2020;107376;9011;500007;Lojas Próprias;232;2,2;3,5
24/02/2020;107377;9001;500007;Lojas Próprias;254;5,2;9,5
24/02/2020;107378;9008;500001;Lojas Próprias;321;3;4,3
24/02/2020;107379;9007;500011;Internet;278;3,5;5,5
24/02/2020;107380;9014;500010;Lojas Afiliadas;309;1,5;3,5
24/02/2020;107381;9010;500012;Internet;394;2,5;3,8
24/02/2020;107382;9015;500002;Lojas Próprias;357;1,3;3
24/02/2020;107383;9014;500008;Lojas Próprias;266;1,5;3,5
24/02/2020;107384;9013;500005;Internet;133;1,8;4
24/02/2020;107385;9005;500007;Lojas Próprias;237;4;7
24/02/2020;107386;9008;500003;Lojas Afiliadas;278;3;4,3
24/02/2020;107387;9015;500007;Lojas Próprias;366;1,3;3
24/02/2020;107388;9003;500006;Internet;452;3,5;7
24/02/2020;107389;9010;500011;Internet;251;2,5;3,8
24/02/2020;107390;9001;500004;Lojas Próprias;222;5,2;9,5
24/02/2020;107391;9011;500011;Lojas Próprias;277;2,2;3,5
24/02/2020;107392;9012;500004;Lojas Afiliadas;434;1,5;3
24/02/2020;107393;9006;500005;Lojas Próprias;468;3,7;6
24/02/2020;107394;9002;500012;Lojas Próprias;167;4,4;7,5
24/02/2020;107395;9002;500012;Lojas Afiliadas;459;4,4;7,5
24/02/2020;107396;9016;500005;Lojas Afiliadas;375;1,1;2,5
24/02/2020;107397;9001;500011;Internet;247;5,2;9,5
24/02/2020;107398;9012;500004;Lojas Afiliadas;155;1,5;3
24/02/2020;107399;9006;500003;Internet;280;3,7;6
24/02/2020;107400;9011;500006;Internet;294;2,2;3,5
24/02/2020;107401;9012;500008;Lojas Próprias;283;1,5;3
24/02/2020;107402;9014;500012;Lojas Afiliadas;299;1,5;3,5
24/02/2020;107403;9002;500010;Internet;419;4,4;7,5
24/02/2020;107404;9013;500007;Lojas Afiliadas;319;1,8;4
24/02/2020;107405;9012;500009;Internet;276;1,5;3
24/02/2020;107406;9011;500002;Internet;417;2,2;3,5
24/02/2020;107407;9014;500002;Lojas Próprias;271;1,5;3,5
24/02/2020;107408;9011;500004;Lojas Afiliadas;447;2,2;3,5
24/02/2020;107409;9013;500005;Lojas Afiliadas;387;1,8;4
24/02/2020;107410;9003;500011;Lojas Próprias;103;3,5;7
24/02/2020;107411;9005;500006;Lojas Afiliadas;247;4;7
24/02/2020;107412;9006;500005;Lojas Próprias;202;3,7;6
24/02/2020;107413;9001;500009;Internet;355;5,2;9,5
24/02/2020;107414;9010;500006;Internet;248;2,5;3,8
24/02/2020;107415;9011;500005;Lojas Próprias;361;2,2;3,5
24/02/2020;107416;9010;500007;Lojas Próprias;477;2,5;3,8
24/02/2020;107417;9005;500006;Lojas Afiliadas;142;4;7
24/02/2020;107418;9004;500002;Lojas Próprias;254;2,8;5
24/02/2020;107419;9016;500009;Lojas Próprias;300;1,1;2,5
24/02/2020;107420;9013;500002;Internet;242;1,8;4
24/02/2020;107421;9008;500005;Lojas Afiliadas;431;3;4,3
24/02/2020;107422;9002;500010;Lojas Próprias;124;4,4;7,5
24/02/2020;107423;9009;500012;Lojas Afiliadas;379;2,8;4
24/02/2020;107424;9016;500011;Lojas Afiliadas;377;1,1;2,5
24/02/2020;107425;9012;500006;Lojas Próprias;191;1,5;3
24/02/2020;107426;9011;500012;Internet;259;2,2;3,5
24/02/2020;107427;9001;500004;Internet;348;5,2;9,5
24/02/2020;107428;9001;500003;Lojas Próprias;317;5,2;9,5
24/02/2020;107429;9001;500010;Internet;428;5,2;9,5
24/02/2020;107430;9007;500005;Lojas Afiliadas;389;3,5;5,5
24/02/2020;107431;9006;500003;Lojas Afiliadas;281;3,7;6
24/02/2020;107432;9013;500003;Lojas Próprias;373;1,8;4
24/02/2020;107433;9014;500008;Lojas Próprias;133;1,5;3,5
24/02/2020;107434;9004;500011;Lojas Próprias;166;2,8;5
24/02/2020;107435;9011;500002;Lojas Afiliadas;293;2,2;3,5
24/02/2020;107436;9005;500006;Lojas Próprias;316;4;7
24/02/2020;107437;9012;500007;Lojas Próprias;459;1,5;3
24/02/2020;107438;9001;500009;Lojas Próprias;248;5,2;9,5
24/02/2020;107439;9004;500011;Lojas Próprias;112;2,8;5
24/02/2020;107440;9016;500003;Internet;102;1,1;2,5
24/02/2020;107441;9003;500011;Lojas Afiliadas;355;3,5;7
24/02/2020;107442;9006;500009;Lojas Próprias;285;3,7;6
24/02/2020;107443;9003;500007;Lojas Próprias;168;3,5;7
24/02/2020;107444;9009;500004;Lojas Próprias;435;2,8;4
24/02/2020;107445;9014;500012;Lojas Próprias;390;1,5;3,5
24/02/2020;107446;9015;500004;Lojas Afiliadas;360;1,3;3
24/02/2020;107447;9003;500009;Internet;437;3,5;7
24/02/2020;107448;9006;500004;Internet;425;3,7;6
24/02/2020;107449;9009;500009;Lojas Afiliadas;487;2,8;4
